"wordrep"	"letters"	"word_accuracy"	"iksis"	"responses"	"suppression"	"subject"
"6717"	"started"	"e"	1	192	"e"	"RandLetter"	"p13crandom.txt"
"6817"	"started"	"d"	1	153	"d"	"RandLetter"	"p13crandom.txt"
"6917"	"to"	"t"	1	744	"t"	"RandLetter"	"p13crandom.txt"
"7017"	"to"	"o"	1	152	"o"	"RandLetter"	"p13crandom.txt"
"7121"	"make"	"m"	1	7009	"m"	"RandLetter"	"p13crandom.txt"
"7219"	"make"	"a"	1	151	"a"	"RandLetter"	"p13crandom.txt"
"7317"	"make"	"k"	1	240	"k"	"RandLetter"	"p13crandom.txt"
"7417"	"make"	"e"	1	72	"e"	"RandLetter"	"p13crandom.txt"
"7517"	"use"	"u"	1	1817	"u"	"RandLetter"	"p13crandom.txt"
"7617"	"use"	"s"	1	135	"s"	"RandLetter"	"p13crandom.txt"
"7717"	"use"	"e"	1	104	"e"	"RandLetter"	"p13crandom.txt"
"7817"	"to"	"t"	1	368	"t"	"RandLetter"	"p13crandom.txt"
"7917"	"to"	"o"	1	216	"o"	"RandLetter"	"p13crandom.txt"
"8017"	"of"	"o"	1	3449	"o"	"RandLetter"	"p13crandom.txt"
"8121"	"of"	"f"	1	671	"f"	"RandLetter"	"p13crandom.txt"
"8219"	"dogs"	"d"	1	936	"d"	"RandLetter"	"p13crandom.txt"
"8317"	"dogs"	"o"	1	112	"o"	"RandLetter"	"p13crandom.txt"
"8417"	"dogs"	"g"	1	209	"g"	"RandLetter"	"p13crandom.txt"
"8517"	"dogs"	"s"	1	399	"s"	"RandLetter"	"p13crandom.txt"
"8617"	"very"	"v"	1	536	"v"	"RandLetter"	"p13crandom.txt"
"8717"	"very"	"e"	1	176	"e"	"RandLetter"	"p13crandom.txt"
"8817"	"very"	"r"	1	120	"r"	"RandLetter"	"p13crandom.txt"
"8917"	"very"	"y"	1	160	"y"	"RandLetter"	"p13crandom.txt"
"9017"	"early"	"e"	1	920	"e"	"RandLetter"	"p13crandom.txt"
"9121"	"early"	"a"	1	151	"a"	"RandLetter"	"p13crandom.txt"
"9219"	"early"	"r"	1	192	"r"	"RandLetter"	"p13crandom.txt"
"9317"	"early"	"l"	1	160	"l"	"RandLetter"	"p13crandom.txt"
"9417"	"early"	"y"	1	288	"y"	"RandLetter"	"p13crandom.txt"
"9517"	"in"	"i"	1	663	"i"	"RandLetter"	"p13crandom.txt"
"9617"	"in"	"n"	1	120	"n"	"RandLetter"	"p13crandom.txt"
"9717"	"their"	"t"	1	464	"t"	"RandLetter"	"p13crandom.txt"
"9817"	"their"	"h"	1	128	"h"	"RandLetter"	"p13crandom.txt"
"9917"	"their"	"e"	1	1296	"e"	"RandLetter"	"p13crandom.txt"
"10017"	"their"	"i"	1	192	"i"	"RandLetter"	"p13crandom.txt"
"10121"	"their"	"r"	1	144	"r"	"RandLetter"	"p13crandom.txt"
"10219"	"relationship."	"r"	1	296	"r"	"RandLetter"	"p13crandom.txt"
"10317"	"relationship."	"e"	1	88	"e"	"RandLetter"	"p13crandom.txt"
"10417"	"relationship."	"l"	1	112	"l"	"RandLetter"	"p13crandom.txt"
"10517"	"relationship."	"a"	1	184	"a"	"RandLetter"	"p13crandom.txt"
"10617"	"relationship."	"t"	1	248	"t"	"RandLetter"	"p13crandom.txt"
"10717"	"relationship."	"i"	1	160	"i"	"RandLetter"	"p13crandom.txt"
"10817"	"relationship."	"o"	1	160	"o"	"RandLetter"	"p13crandom.txt"
"10917"	"relationship."	"n"	1	128	"n"	"RandLetter"	"p13crandom.txt"
"11017"	"relationship."	"s"	1	160	"s"	"RandLetter"	"p13crandom.txt"
"11121"	"relationship."	"h"	1	824	"h"	"RandLetter"	"p13crandom.txt"
"11219"	"relationship."	"i"	1	168	"i"	"RandLetter"	"p13crandom.txt"
"11317"	"relationship."	"p"	1	192	"p"	"RandLetter"	"p13crandom.txt"
"11417"	"relationship."	"."	1	1648	"."	"RandLetter"	"p13crandom.txt"
"11517"	"First,"	"F"	1	393	"F"	"RandLetter"	"p13crandom.txt"
"11617"	"First,"	"i"	1	191	"i"	"RandLetter"	"p13crandom.txt"
"11717"	"First,"	"r"	1	104	"r"	"RandLetter"	"p13crandom.txt"
"11817"	"First,"	"s"	1	96	"s"	"RandLetter"	"p13crandom.txt"
"11917"	"First,"	"t"	1	256	"t"	"RandLetter"	"p13crandom.txt"
"12017"	"First,"	","	1	753	","	"RandLetter"	"p13crandom.txt"
"12121"	"they"	"t"	1	152	"t"	"RandLetter"	"p13crandom.txt"
"12219"	"they"	"h"	1	208	"h"	"RandLetter"	"p13crandom.txt"
"12317"	"they"	"e"	1	257	"e"	"RandLetter"	"p13crandom.txt"
"12417"	"they"	"y"	1	143	"y"	"RandLetter"	"p13crandom.txt"
"12517"	"were"	"w"	1	873	"w"	"RandLetter"	"p13crandom.txt"
"12617"	"were"	"e"	1	231	"e"	"RandLetter"	"p13crandom.txt"
"12717"	"were"	"r"	1	96	"r"	"RandLetter"	"p13crandom.txt"
"12817"	"were"	"e"	1	136	"e"	"RandLetter"	"p13crandom.txt"
"12917"	"used"	"u"	1	231	"u"	"RandLetter"	"p13crandom.txt"
"13017"	"used"	"s"	1	104	"s"	"RandLetter"	"p13crandom.txt"
"13121"	"used"	"e"	1	80	"e"	"RandLetter"	"p13crandom.txt"
"13219"	"used"	"d"	1	184	"d"	"RandLetter"	"p13crandom.txt"
"13317"	"as"	"a"	1	535	"a"	"RandLetter"	"p13crandom.txt"
"13417"	"as"	"s"	1	104	"s"	"RandLetter"	"p13crandom.txt"
"13517"	"gueards"	"g"	0	712	"g"	"RandLetter"	"p13crandom.txt"
"13617"	"gueards"	"u"	0	144	"u"	"RandLetter"	"p13crandom.txt"
"13717"	"gueards"	"e"	0	314	"e"	"RandLetter"	"p13crandom.txt"
"13817"	"gueards"	"a"	0	134	"a"	"RandLetter"	"p13crandom.txt"
"13917"	"gueards"	"r"	0	200	"r"	"RandLetter"	"p13crandom.txt"
"14017"	"gueards"	"d"	0	192	"d"	"RandLetter"	"p13crandom.txt"
"14121"	"gueards"	"s"	0	248	"s"	"RandLetter"	"p13crandom.txt"
"14219"	"for"	"f"	1	519	"f"	"RandLetter"	"p13crandom.txt"
"14317"	"for"	"o"	1	112	"o"	"RandLetter"	"p13crandom.txt"
"14417"	"for"	"r"	1	96	"r"	"RandLetter"	"p13crandom.txt"
"14517"	"the"	"t"	1	337	"t"	"RandLetter"	"p13crandom.txt"
"14617"	"the"	"h"	1	135	"h"	"RandLetter"	"p13crandom.txt"
"14717"	"the"	"e"	1	112	"e"	"RandLetter"	"p13crandom.txt"
"14817"	"home,"	"h"	1	272	"h"	"RandLetter"	"p13crandom.txt"
"14917"	"home,"	"o"	1	137	"o"	"RandLetter"	"p13crandom.txt"
"15017"	"home,"	"m"	1	207	"m"	"RandLetter"	"p13crandom.txt"
"15121"	"home,"	"e"	1	152	"e"	"RandLetter"	"p13crandom.txt"
"15219"	"home,"	","	1	2969	","	"RandLetter"	"p13crandom.txt"
"15317"	"and"	"a"	1	1584	"a"	"RandLetter"	"p13crandom.txt"
"15417"	"and"	"n"	1	120	"n"	"RandLetter"	"p13crandom.txt"
"15517"	"and"	"d"	1	112	"d"	"RandLetter"	"p13crandom.txt"
"15617"	"w"	"w"	0	504	"w"	"RandLetter"	"p13crandom.txt"
"15717"	"later"	"l"	1	127	"l"	"RandLetter"	"p13crandom.txt"
"15817"	"later"	"a"	1	112	"a"	"RandLetter"	"p13crandom.txt"
"15917"	"later"	"t"	1	160	"t"	"RandLetter"	"p13crandom.txt"
"16017"	"later"	"e"	1	96	"e"	"RandLetter"	"p13crandom.txt"
"16121"	"later"	"r"	1	112	"r"	"RandLetter"	"p13crandom.txt"
"16219"	"as"	"a"	1	568	"a"	"RandLetter"	"p13crandom.txt"
"16317"	"as"	"s"	1	89	"s"	"RandLetter"	"p13crandom.txt"
"16417"	"guards"	"g"	1	536	"g"	"RandLetter"	"p13crandom.txt"
"16517"	"guards"	"u"	1	128	"u"	"RandLetter"	"p13crandom.txt"
"16617"	"guards"	"a"	1	88	"a"	"RandLetter"	"p13crandom.txt"
"16717"	"guards"	"r"	1	208	"r"	"RandLetter"	"p13crandom.txt"
"16817"	"guards"	"d"	1	224	"d"	"RandLetter"	"p13crandom.txt"
"16917"	"guards"	"s"	1	3472	"s"	"RandLetter"	"p13crandom.txt"
"17017"	"only"	"o"	1	256	"o"	"RandLetter"	"p13crandom.txt"
"17121"	"only"	"n"	1	232	"n"	"RandLetter"	"p13crandom.txt"
"17219"	"only"	"l"	1	224	"l"	"RandLetter"	"p13crandom.txt"
"17317"	"only"	"y"	1	240	"y"	"RandLetter"	"p13crandom.txt"
"17417"	"and"	"a"	1	888	"a"	"RandLetter"	"p13crandom.txt"
"17517"	"and"	"n"	1	192	"n"	"RandLetter"	"p13crandom.txt"
"17617"	"and"	"d"	1	120	"d"	"RandLetter"	"p13crandom.txt"
"17717"	"their"	"t"	1	303	"t"	"RandLetter"	"p13crandom.txt"
"17817"	"their"	"h"	1	112	"h"	"RandLetter"	"p13crandom.txt"
"17917"	"their"	"e"	1	136	"e"	"RandLetter"	"p13crandom.txt"
"18017"	"their"	"i"	1	168	"i"	"RandLetter"	"p13crandom.txt"
"18121"	"their"	"r"	1	168	"r"	"RandLetter"	"p13crandom.txt"
"18219"	"us"	"u"	0	2384	"u"	"RandLetter"	"p13crandom.txt"
"18317"	"us"	"s"	0	88	"s"	"RandLetter"	"p13crandom.txt"
"18417"	"isn"	"i"	0	456	"i"	"RandLetter"	"p13crandom.txt"
"18517"	"isn"	"s"	0	112	"s"	"RandLetter"	"p13crandom.txt"
"18617"	"isn"	"n"	0	112	"n"	"RandLetter"	"p13crandom.txt"
"18717"	"o"	"o"	0	224	"o"	"RandLetter"	"p13crandom.txt"
"18817"	"written"	"w"	1	128	"w"	"RandLetter"	"p13crandom.txt"
"18917"	"written"	"r"	1	377	"r"	"RandLetter"	"p13crandom.txt"
"19017"	"written"	"i"	1	183	"i"	"RandLetter"	"p13crandom.txt"
"19121"	"written"	"t"	1	80	"t"	"RandLetter"	"p13crandom.txt"
"19219"	"written"	"t"	1	192	"t"	"RandLetter"	"p13crandom.txt"
"19317"	"written"	"e"	1	192	"e"	"RandLetter"	"p13crandom.txt"
"19417"	"written"	"n"	1	160	"n"	"RandLetter"	"p13crandom.txt"
"19517"	"record"	"r"	1	1319	"r"	"RandLetter"	"p13crandom.txt"
"19617"	"record"	"e"	1	88	"e"	"RandLetter"	"p13crandom.txt"
"19717"	"record"	"c"	1	672	"c"	"RandLetter"	"p13crandom.txt"
"19817"	"record"	"o"	1	128	"o"	"RandLetter"	"p13crandom.txt"
"19917"	"record"	"r"	1	536	"r"	"RandLetter"	"p13crandom.txt"
"20017"	"record"	"d"	1	208	"d"	"RandLetter"	"p13crandom.txt"
"20121"	"of"	"o"	1	728	"o"	"RandLetter"	"p13crandom.txt"
"20219"	"of"	"f"	1	112	"f"	"RandLetter"	"p13crandom.txt"
"20317"	"dogs"	"d"	1	872	"d"	"RandLetter"	"p13crandom.txt"
"20417"	"dogs"	"o"	1	136	"o"	"RandLetter"	"p13crandom.txt"
"20517"	"dogs"	"g"	1	208	"g"	"RandLetter"	"p13crandom.txt"
"20617"	"dogs"	"s"	1	112	"s"	"RandLetter"	"p13crandom.txt"
"20717"	"working"	"w"	1	280	"w"	"RandLetter"	"p13crandom.txt"
"20817"	"working"	"o"	1	145	"o"	"RandLetter"	"p13crandom.txt"
"20917"	"working"	"r"	1	103	"r"	"RandLetter"	"p13crandom.txt"
"21021"	"working"	"k"	1	264	"k"	"RandLetter"	"p13crandom.txt"
"21121"	"working"	"i"	1	472	"i"	"RandLetter"	"p13crandom.txt"
"21220"	"working"	"n"	1	128	"n"	"RandLetter"	"p13crandom.txt"
"21318"	"working"	"g"	1	168	"g"	"RandLetter"	"p13crandom.txt"
"21418"	"with"	"w"	1	184	"w"	"RandLetter"	"p13crandom.txt"
"21517"	"with"	"i"	1	160	"i"	"RandLetter"	"p13crandom.txt"
"21617"	"with"	"t"	1	120	"t"	"RandLetter"	"p13crandom.txt"
"21717"	"with"	"h"	1	128	"h"	"RandLetter"	"p13crandom.txt"
"21817"	"livestock"	"l"	1	368	"l"	"RandLetter"	"p13crandom.txt"
"21917"	"livestock"	"i"	1	216	"i"	"RandLetter"	"p13crandom.txt"
"22017"	"livestock"	"v"	1	320	"v"	"RandLetter"	"p13crandom.txt"
"22121"	"livestock"	"e"	1	168	"e"	"RandLetter"	"p13crandom.txt"
"22219"	"livestock"	"s"	1	568	"s"	"RandLetter"	"p13crandom.txt"
"22317"	"livestock"	"t"	1	1128	"t"	"RandLetter"	"p13crandom.txt"
"22417"	"livestock"	"o"	1	312	"o"	"RandLetter"	"p13crandom.txt"
"22517"	"livestock"	"c"	1	488	"c"	"RandLetter"	"p13crandom.txt"
"22617"	"livestock"	"k"	1	361	"k"	"RandLetter"	"p13crandom.txt"
"22717"	"in"	"i"	1	127	"i"	"RandLetter"	"p13crandom.txt"
"22817"	"in"	"n"	1	112	"n"	"RandLetter"	"p13crandom.txt"
"22917"	"any"	"a"	1	553	"a"	"RandLetter"	"p13crandom.txt"
"23017"	"any"	"n"	1	215	"n"	"RandLetter"	"p13crandom.txt"
"23121"	"any"	"y"	1	240	"y"	"RandLetter"	"p13crandom.txt"
"23219"	"way"	"w"	1	920	"w"	"RandLetter"	"p13crandom.txt"
"23317"	"way"	"a"	1	128	"a"	"RandLetter"	"p13crandom.txt"
"23417"	"way"	"y"	1	240	"y"	"RandLetter"	"p13crandom.txt"
"23517"	"until"	"u"	1	2465	"u"	"RandLetter"	"p13crandom.txt"
"23617"	"until"	"n"	1	119	"n"	"RandLetter"	"p13crandom.txt"
"23717"	"until"	"t"	1	296	"t"	"RandLetter"	"p13crandom.txt"
"23817"	"until"	"i"	1	184	"i"	"RandLetter"	"p13crandom.txt"
"23917"	"until"	"l"	1	216	"l"	"RandLetter"	"p13crandom.txt"
"24017"	"the"	"t"	1	1033	"t"	"RandLetter"	"p13crandom.txt"
"24121"	"the"	"h"	1	87	"h"	"RandLetter"	"p13crandom.txt"
"24219"	"the"	"e"	1	120	"e"	"RandLetter"	"p13crandom.txt"
"24317"	"Book"	"B"	1	359	"B"	"RandLetter"	"p13crandom.txt"
"24417"	"Book"	"o"	1	312	"o"	"RandLetter"	"p13crandom.txt"
"24517"	"Book"	"o"	1	153	"o"	"RandLetter"	"p13crandom.txt"
"24617"	"Book"	"k"	1	119	"k"	"RandLetter"	"p13crandom.txt"
"24717"	"of"	"o"	1	673	"o"	"RandLetter"	"p13crandom.txt"
"24817"	"of"	"f"	1	127	"f"	"RandLetter"	"p13crandom.txt"
"24917"	"H"	"H"	0	1017	"H"	"RandLetter"	"p13crandom.txt"
"25017"	"Job"	"J"	1	303	"J"	"RandLetter"	"p13crandom.txt"
"25121"	"Job"	"o"	1	120	"o"	"RandLetter"	"p13crandom.txt"
"25219"	"Job"	"b"	1	769	"b"	"RandLetter"	"p13crandom.txt"
"25317"	"in"	"i"	1	152	"i"	"RandLetter"	"p13crandom.txt"
"25417"	"in"	"n"	1	120	"n"	"RandLetter"	"p13crandom.txt"
"25517"	"the"	"t"	1	361	"t"	"RandLetter"	"p13crandom.txt"
"25617"	"the"	"h"	1	143	"h"	"RandLetter"	"p13crandom.txt"
"25717"	"the"	"e"	1	96	"e"	"RandLetter"	"p13crandom.txt"
"25817"	"TEstmant."	"T"	0	1521	"T"	"RandLetter"	"p13crandom.txt"
"25917"	"TEstmant."	"E"	0	79	"E"	"RandLetter"	"p13crandom.txt"
"26017"	"TEstmant."	"s"	0	248	"s"	"RandLetter"	"p13crandom.txt"
"26121"	"TEstmant."	"t"	0	208	"t"	"RandLetter"	"p13crandom.txt"
"26219"	"TEstmant."	"m"	0	817	"m"	"RandLetter"	"p13crandom.txt"
"26317"	"TEstmant."	"a"	0	95	"a"	"RandLetter"	"p13crandom.txt"
"26417"	"TEstmant."	"n"	0	1272	"n"	"RandLetter"	"p13crandom.txt"
"26517"	"TEstmant."	"t"	0	480	"t"	"RandLetter"	"p13crandom.txt"
"26617"	"TEstmant."	"."	0	649	"."	"RandLetter"	"p13crandom.txt"
"26717"	"Even"	"E"	1	224	"E"	"RandLetter"	"p13crandom.txt"
"26817"	"Even"	"v"	1	248	"v"	"RandLetter"	"p13crandom.txt"
"26917"	"Even"	"e"	1	96	"e"	"RandLetter"	"p13crandom.txt"
"27017"	"Even"	"n"	1	529	"n"	"RandLetter"	"p13crandom.txt"
"27121"	"here"	"h"	1	1041	"h"	"RandLetter"	"p13crandom.txt"
"27219"	"here"	"e"	1	119	"e"	"RandLetter"	"p13crandom.txt"
"27317"	"here"	"r"	1	128	"r"	"RandLetter"	"p13crandom.txt"
"27417"	"here"	"e"	1	136	"e"	"RandLetter"	"p13crandom.txt"
"27517"	"they"	"t"	1	584	"t"	"RandLetter"	"p13crandom.txt"
"27617"	"they"	"h"	1	79	"h"	"RandLetter"	"p13crandom.txt"
"27717"	"they"	"e"	1	112	"e"	"RandLetter"	"p13crandom.txt"
"27817"	"they"	"y"	1	184	"y"	"RandLetter"	"p13crandom.txt"
"27917"	"are"	"a"	1	1320	"a"	"RandLetter"	"p13crandom.txt"
"28017"	"are"	"r"	1	143	"r"	"RandLetter"	"p13crandom.txt"
"28121"	"are"	"e"	1	80	"e"	"RandLetter"	"p13crandom.txt"
"28219"	"referrred"	"r"	0	249	"r"	"RandLetter"	"p13crandom.txt"
"28317"	"referrred"	"e"	0	87	"e"	"RandLetter"	"p13crandom.txt"
"28417"	"referrred"	"f"	0	408	"f"	"RandLetter"	"p13crandom.txt"
"28517"	"referrred"	"e"	0	88	"e"	"RandLetter"	"p13crandom.txt"
"28617"	"referrred"	"r"	0	120	"r"	"RandLetter"	"p13crandom.txt"
"28717"	"referrred"	"r"	0	897	"r"	"RandLetter"	"p13crandom.txt"
"28817"	"referrred"	"r"	0	167	"r"	"RandLetter"	"p13crandom.txt"
"28917"	"referrred"	"e"	0	80	"e"	"RandLetter"	"p13crandom.txt"
"29017"	"referrred"	"d"	0	137	"d"	"RandLetter"	"p13crandom.txt"
"29121"	"to"	"t"	1	913	"t"	"RandLetter"	"p13crandom.txt"
"29219"	"to"	"o"	1	167	"o"	"RandLetter"	"p13crandom.txt"
"29317"	"the"	"t"	1	1825	"t"	"RandLetter"	"p13crandom.txt"
"29417"	"the"	"h"	1	191	"h"	"RandLetter"	"p13crandom.txt"
"29517"	"the"	"e"	1	136	"e"	"RandLetter"	"p13crandom.txt"
"29617"	"only"	"o"	1	992	"o"	"RandLetter"	"p13crandom.txt"
"29717"	"only"	"n"	1	208	"n"	"RandLetter"	"p13crandom.txt"
"29817"	"only"	"l"	1	176	"l"	"RandLetter"	"p13crandom.txt"
"29917"	"only"	"y"	1	128	"y"	"RandLetter"	"p13crandom.txt"
"30017"	"briefyl"	"b"	0	488	"b"	"RandLetter"	"p13crandom.txt"
"30121"	"briefyl"	"r"	0	120	"r"	"RandLetter"	"p13crandom.txt"
"30219"	"briefyl"	"i"	0	208	"i"	"RandLetter"	"p13crandom.txt"
"30317"	"briefyl"	"e"	0	80	"e"	"RandLetter"	"p13crandom.txt"
"30417"	"briefyl"	"f"	0	2240	"f"	"RandLetter"	"p13crandom.txt"
"30517"	"briefyl"	"y"	0	240	"y"	"RandLetter"	"p13crandom.txt"
"30617"	"briefyl"	"l"	0	136	"l"	"RandLetter"	"p13crandom.txt"
"30717"	","	","	0	1328	","	"RandLetter"	"p13crandom.txt"
"30817"	"the"	"t"	1	449	"t"	"RandLetter"	"p13crandom.txt"
"30917"	"the"	"h"	1	167	"h"	"RandLetter"	"p13crandom.txt"
"31021"	"the"	"e"	1	168	"e"	"RandLetter"	"p13crandom.txt"
"31121"	"and"	"a"	1	336	"a"	"RandLetter"	"p13crandom.txt"
"31220"	"and"	"n"	1	2560	"n"	"RandLetter"	"p13crandom.txt"
"31318"	"and"	"d"	1	240	"d"	"RandLetter"	"p13crandom.txt"
"31418"	"it"	"i"	1	1415	"i"	"RandLetter"	"p13crandom.txt"
"31517"	"it"	"t"	1	65	"t"	"RandLetter"	"p13crandom.txt"
"31617"	"would"	"w"	1	152	"w"	"RandLetter"	"p13crandom.txt"
"31717"	"would"	"o"	1	168	"o"	"RandLetter"	"p13crandom.txt"
"31817"	"would"	"u"	1	88	"u"	"RandLetter"	"p13crandom.txt"
"31917"	"would"	"l"	1	216	"l"	"RandLetter"	"p13crandom.txt"
"32017"	"would"	"d"	1	208	"d"	"RandLetter"	"p13crandom.txt"
"32121"	"seem"	"s"	1	921	"s"	"RandLetter"	"p13crandom.txt"
"32219"	"seem"	"e"	1	271	"e"	"RandLetter"	"p13crandom.txt"
"32317"	"seem"	"e"	1	192	"e"	"RandLetter"	"p13crandom.txt"
"32417"	"seem"	"m"	1	169	"m"	"RandLetter"	"p13crandom.txt"
"32517"	"that"	"t"	1	1216	"t"	"RandLetter"	"p13crandom.txt"
"32617"	"that"	"h"	1	120	"h"	"RandLetter"	"p13crandom.txt"
"32717"	"that"	"a"	1	200	"a"	"RandLetter"	"p13crandom.txt"
"32817"	"that"	"t"	1	168	"t"	"RandLetter"	"p13crandom.txt"
"32917"	"they"	"t"	1	1728	"t"	"RandLetter"	"p13crandom.txt"
"33017"	"they"	"h"	1	152	"h"	"RandLetter"	"p13crandom.txt"
"33121"	"they"	"e"	1	40	"e"	"RandLetter"	"p13crandom.txt"
"33219"	"they"	"y"	1	160	"y"	"RandLetter"	"p13crandom.txt"
"33317"	"were"	"w"	1	1753	"w"	"RandLetter"	"p13crandom.txt"
"33417"	"were"	"e"	1	215	"e"	"RandLetter"	"p13crandom.txt"
"33517"	"were"	"r"	1	96	"r"	"RandLetter"	"p13crandom.txt"
"33617"	"were"	"e"	1	144	"e"	"RandLetter"	"p13crandom.txt"
"33717"	"guard"	"g"	1	385	"g"	"RandLetter"	"p13crandom.txt"
"33817"	"guard"	"u"	1	151	"u"	"RandLetter"	"p13crandom.txt"
"33917"	"guard"	"a"	1	128	"a"	"RandLetter"	"p13crandom.txt"
"34017"	"guard"	"r"	1	1208	"r"	"RandLetter"	"p13crandom.txt"
"34121"	"guard"	"d"	1	208	"d"	"RandLetter"	"p13crandom.txt"
"34219"	"dogs"	"d"	1	1423	"d"	"RandLetter"	"p13crandom.txt"
"34317"	"dogs"	"o"	1	160	"o"	"RandLetter"	"p13crandom.txt"
"34417"	"dogs"	"g"	1	256	"g"	"RandLetter"	"p13crandom.txt"
"34517"	"dogs"	"s"	1	209	"s"	"RandLetter"	"p13crandom.txt"
"34617"	"only,"	"o"	1	1256	"o"	"RandLetter"	"p13crandom.txt"
"34717"	"only,"	"n"	1	184	"n"	"RandLetter"	"p13crandom.txt"
"34817"	"only,"	"l"	1	152	"l"	"RandLetter"	"p13crandom.txt"
"34917"	"only,"	"y"	1	128	"y"	"RandLetter"	"p13crandom.txt"
"35017"	"only,"	","	1	200	","	"RandLetter"	"p13crandom.txt"
"35121"	"even"	"e"	1	2600	"e"	"RandLetter"	"p13crandom.txt"
"35219"	"even"	"v"	1	209	"v"	"RandLetter"	"p13crandom.txt"
"35317"	"even"	"e"	1	71	"e"	"RandLetter"	"p13crandom.txt"
"35417"	"even"	"n"	1	176	"n"	"RandLetter"	"p13crandom.txt"
"35517"	"then."	"t"	1	1112	"t"	"RandLetter"	"p13crandom.txt"
"35617"	"then."	"h"	1	104	"h"	"RandLetter"	"p13crandom.txt"
"35717"	"then."	"e"	1	80	"e"	"RandLetter"	"p13crandom.txt"
"35817"	"then."	"n"	1	184	"n"	"RandLetter"	"p13crandom.txt"
"35917"	"then."	"."	1	584	"."	"RandLetter"	"p13crandom.txt"
"36017"	"THe"	"T"	1	352	"T"	"RandLetter"	"p13crandom.txt"
"36121"	"THe"	"H"	1	105	"H"	"RandLetter"	"p13crandom.txt"
"36219"	"THe"	"e"	1	199	"e"	"RandLetter"	"p13crandom.txt"
"36317"	"modern"	"m"	1	575	"m"	"RandLetter"	"p13crandom.txt"
"36417"	"modern"	"o"	1	104	"o"	"RandLetter"	"p13crandom.txt"
"36517"	"modern"	"d"	1	305	"d"	"RandLetter"	"p13crandom.txt"
"36617"	"modern"	"e"	1	727	"e"	"RandLetter"	"p13crandom.txt"
"36717"	"modern"	"r"	1	177	"r"	"RandLetter"	"p13crandom.txt"
"36817"	"modern"	"n"	1	343	"n"	"RandLetter"	"p13crandom.txt"
"36917"	"reference"	"r"	1	481	"r"	"RandLetter"	"p13crandom.txt"
"37017"	"reference"	"e"	1	87	"e"	"RandLetter"	"p13crandom.txt"
"37121"	"reference"	"f"	1	1001	"f"	"RandLetter"	"p13crandom.txt"
"37219"	"reference"	"e"	1	103	"e"	"RandLetter"	"p13crandom.txt"
"37317"	"reference"	"r"	1	152	"r"	"RandLetter"	"p13crandom.txt"
"37417"	"reference"	"e"	1	128	"e"	"RandLetter"	"p13crandom.txt"
"37517"	"reference"	"n"	1	784	"n"	"RandLetter"	"p13crandom.txt"
"37617"	"reference"	"c"	1	1568	"c"	"RandLetter"	"p13crandom.txt"
"37717"	"reference"	"e"	1	168	"e"	"RandLetter"	"p13crandom.txt"
"37817"	"to"	"t"	1	648	"t"	"RandLetter"	"p13crandom.txt"
"37917"	"to"	"o"	1	144	"o"	"RandLetter"	"p13crandom.txt"
"38017"	"a"	"a"	1	296	"a"	"RandLetter"	"p13crandom.txt"
"38121"	"dog"	"d"	1	1112	"d"	"RandLetter"	"p13crandom.txt"
"38219"	"dog"	"o"	1	128	"o"	"RandLetter"	"p13crandom.txt"
"38317"	"dog"	"g"	1	376	"g"	"RandLetter"	"p13crandom.txt"
"38417"	"working"	"w"	1	448	"w"	"RandLetter"	"p13crandom.txt"
"38517"	"working"	"o"	1	136	"o"	"RandLetter"	"p13crandom.txt"
"38617"	"working"	"r"	1	104	"r"	"RandLetter"	"p13crandom.txt"
"38717"	"working"	"k"	1	128	"k"	"RandLetter"	"p13crandom.txt"
"38817"	"working"	"i"	1	184	"i"	"RandLetter"	"p13crandom.txt"
"38917"	"working"	"n"	1	104	"n"	"RandLetter"	"p13crandom.txt"
"39017"	"working"	"g"	1	200	"g"	"RandLetter"	"p13crandom.txt"
"39121"	"sheep"	"s"	1	1112	"s"	"RandLetter"	"p13crandom.txt"
"39219"	"sheep"	"h"	1	128	"h"	"RandLetter"	"p13crandom.txt"
"39317"	"sheep"	"e"	1	144	"e"	"RandLetter"	"p13crandom.txt"
"39417"	"sheep"	"e"	1	177	"e"	"RandLetter"	"p13crandom.txt"
"39517"	"sheep"	"p"	1	87	"p"	"RandLetter"	"p13crandom.txt"
"39617"	"in"	"i"	1	1272	"i"	"RandLetter"	"p13crandom.txt"
"39717"	"in"	"n"	1	64	"n"	"RandLetter"	"p13crandom.txt"
"39817"	"a"	"a"	1	208	"a"	"RandLetter"	"p13crandom.txt"
"39917"	"smiliar"	"s"	0	520	"s"	"RandLetter"	"p13crandom.txt"
"40017"	"smiliar"	"m"	0	353	"m"	"RandLetter"	"p13crandom.txt"
"40121"	"smiliar"	"i"	0	111	"i"	"RandLetter"	"p13crandom.txt"
"40219"	"smiliar"	"l"	0	176	"l"	"RandLetter"	"p13crandom.txt"
"40317"	"smiliar"	"i"	0	104	"i"	"RandLetter"	"p13crandom.txt"
"40417"	"smiliar"	"a"	0	2904	"a"	"RandLetter"	"p13crandom.txt"
"40517"	"smiliar"	"r"	0	136	"r"	"RandLetter"	"p13crandom.txt"
"40617"	"manner"	"m"	1	224	"m"	"RandLetter"	"p13crandom.txt"
"40717"	"manner"	"a"	1	96	"a"	"RandLetter"	"p13crandom.txt"
"40817"	"manner"	"n"	1	152	"n"	"RandLetter"	"p13crandom.txt"
