"wordrep"	"letters"	"word_accuracy"	"iksis"	"responses"	"suppression"	"subject"
"50229"	"high."	"h"	1	168	"h"	"Alphabet"	"p3crandom.txt"
"50328"	"high."	"."	1	585	"."	"Alphabet"	"p3crandom.txt"
"21060"	"indeed"	"n"	1	200	"n"	"TueThur"	"p3crandom.txt"
"31060"	"indeed"	"d"	1	937	"d"	"TueThur"	"p3crandom.txt"
"41059"	"indeed"	"e"	1	383	"e"	"TueThur"	"p3crandom.txt"
"5400"	"indeed"	"e"	1	144	"e"	"TueThur"	"p3crandom.txt"
"6166"	"indeed"	"d"	1	193	"d"	"TueThur"	"p3crandom.txt"
"7166"	"it"	"i"	1	335	"i"	"TueThur"	"p3crandom.txt"
"8166"	"it"	"t"	1	225	"t"	"TueThur"	"p3crandom.txt"
"9166"	"is"	"i"	1	209	"i"	"TueThur"	"p3crandom.txt"
"10166"	"is"	"s"	1	192	"s"	"TueThur"	"p3crandom.txt"
"11166"	"difficlt"	"d"	0	256	"d"	"TueThur"	"p3crandom.txt"
"12166"	"difficlt"	"i"	0	1209	"i"	"TueThur"	"p3crandom.txt"
"13166"	"difficlt"	"f"	0	455	"f"	"TueThur"	"p3crandom.txt"
"14166"	"difficlt"	"f"	0	168	"f"	"TueThur"	"p3crandom.txt"
"15166"	"difficlt"	"i"	0	768	"i"	"TueThur"	"p3crandom.txt"
"16166"	"difficlt"	"c"	0	408	"c"	"TueThur"	"p3crandom.txt"
"17166"	"difficlt"	"l"	0	840	"l"	"TueThur"	"p3crandom.txt"
"18166"	"difficlt"	"t"	0	313	"t"	"TueThur"	"p3crandom.txt"
"19166"	"to"	"t"	1	599	"t"	"TueThur"	"p3crandom.txt"
"20166"	"to"	"o"	1	152	"o"	"TueThur"	"p3crandom.txt"
"21170"	"know"	"k"	1	144	"k"	"TueThur"	"p3crandom.txt"
"22167"	"know"	"n"	1	184	"n"	"TueThur"	"p3crandom.txt"
"23166"	"know"	"o"	1	160	"o"	"TueThur"	"p3crandom.txt"
"24166"	"know"	"w"	1	144	"w"	"TueThur"	"p3crandom.txt"
"25166"	"how"	"h"	1	1097	"h"	"TueThur"	"p3crandom.txt"
"26166"	"how"	"o"	1	159	"o"	"TueThur"	"p3crandom.txt"
"27166"	"how"	"w"	1	520	"w"	"TueThur"	"p3crandom.txt"
"28166"	"man"	"m"	1	776	"m"	"TueThur"	"p3crandom.txt"
"29166"	"man"	"a"	1	136	"a"	"TueThur"	"p3crandom.txt"
"30166"	"man"	"n"	1	128	"n"	"TueThur"	"p3crandom.txt"
"31170"	"wever"	"w"	0	671	"w"	"TueThur"	"p3crandom.txt"
"32167"	"wever"	"e"	0	825	"e"	"TueThur"	"p3crandom.txt"
"33166"	"wever"	"v"	0	103	"v"	"TueThur"	"p3crandom.txt"
"34165"	"wever"	"e"	0	144	"e"	"TueThur"	"p3crandom.txt"
"35165"	"wever"	"r"	0	176	"r"	"TueThur"	"p3crandom.txt"
"36165"	"managed"	"m"	1	504	"m"	"TueThur"	"p3crandom.txt"
"37165"	"managed"	"a"	1	120	"a"	"TueThur"	"p3crandom.txt"
"38165"	"managed"	"n"	1	144	"n"	"TueThur"	"p3crandom.txt"
"39165"	"managed"	"a"	1	97	"a"	"TueThur"	"p3crandom.txt"
"40165"	"managed"	"g"	1	159	"g"	"TueThur"	"p3crandom.txt"
"41169"	"managed"	"e"	1	671	"e"	"TueThur"	"p3crandom.txt"
"42166"	"managed"	"d"	1	362	"d"	"TueThur"	"p3crandom.txt"
"43164"	"large"	"l"	1	398	"l"	"TueThur"	"p3crandom.txt"
"44164"	"large"	"a"	1	98	"a"	"TueThur"	"p3crandom.txt"
"45164"	"large"	"r"	1	336	"r"	"TueThur"	"p3crandom.txt"
"46164"	"large"	"g"	1	224	"g"	"TueThur"	"p3crandom.txt"
"47160"	"large"	"e"	1	136	"e"	"TueThur"	"p3crandom.txt"
"48156"	"flockes"	"f"	0	889	"f"	"TueThur"	"p3crandom.txt"
"49149"	"flockes"	"l"	0	199	"l"	"TueThur"	"p3crandom.txt"
"50146"	"flockes"	"o"	0	200	"o"	"TueThur"	"p3crandom.txt"
"51138"	"flockes"	"c"	0	729	"c"	"TueThur"	"p3crandom.txt"
"52129"	"flockes"	"k"	0	143	"k"	"TueThur"	"p3crandom.txt"
"53100"	"flockes"	"e"	0	152	"e"	"TueThur"	"p3crandom.txt"
"5460"	"flockes"	"s"	0	320	"s"	"TueThur"	"p3crandom.txt"
"5556"	"of"	"o"	1	328	"o"	"TueThur"	"p3crandom.txt"
"5653"	"of"	"f"	1	200	"f"	"TueThur"	"p3crandom.txt"
"5749"	"sheeps"	"s"	0	848	"s"	"TueThur"	"p3crandom.txt"
"5845"	"sheeps"	"h"	0	208	"h"	"TueThur"	"p3crandom.txt"
"5944"	"sheeps"	"e"	0	152	"e"	"TueThur"	"p3crandom.txt"
"6044"	"sheeps"	"e"	0	175	"e"	"TueThur"	"p3crandom.txt"
"6167"	"sheeps"	"p"	0	97	"p"	"TueThur"	"p3crandom.txt"
"6246"	"sheeps"	"s"	0	232	"s"	"TueThur"	"p3crandom.txt"
"6344"	"on"	"o"	1	272	"o"	"TueThur"	"p3crandom.txt"
"6444"	"on"	"n"	1	207	"n"	"TueThur"	"p3crandom.txt"
"6544"	"the"	"t"	1	200	"t"	"TueThur"	"p3crandom.txt"
"6644"	"the"	"h"	1	192	"h"	"TueThur"	"p3crandom.txt"
"6744"	"the"	"e"	1	120	"e"	"TueThur"	"p3crandom.txt"
"6844"	"rough"	"r"	1	680	"r"	"TueThur"	"p3crandom.txt"
"6944"	"rough"	"o"	1	217	"o"	"TueThur"	"p3crandom.txt"
"7044"	"rough"	"u"	1	207	"u"	"TueThur"	"p3crandom.txt"
"7167"	"rough"	"g"	1	2881	"g"	"TueThur"	"p3crandom.txt"
"7246"	"rough"	"h"	1	167	"h"	"TueThur"	"p3crandom.txt"
"7344"	"and"	"a"	1	177	"a"	"TueThur"	"p3crandom.txt"
"7444"	"and"	"n"	1	127	"n"	"TueThur"	"p3crandom.txt"
"7544"	"and"	"d"	1	176	"d"	"TueThur"	"p3crandom.txt"
"7644"	"lhilly"	"l"	0	368	"l"	"TueThur"	"p3crandom.txt"
"7744"	"lhilly"	"h"	0	1281	"h"	"TueThur"	"p3crandom.txt"
"7844"	"lhilly"	"i"	0	191	"i"	"TueThur"	"p3crandom.txt"
"7944"	"lhilly"	"l"	0	184	"l"	"TueThur"	"p3crandom.txt"
"8044"	"lhilly"	"l"	0	160	"l"	"TueThur"	"p3crandom.txt"
"8167"	"lhilly"	"y"	0	312	"y"	"TueThur"	"p3crandom.txt"
"8246"	"terraun"	"t"	0	417	"t"	"TueThur"	"p3crandom.txt"
"8344"	"terraun"	"e"	0	368	"e"	"TueThur"	"p3crandom.txt"
"8444"	"terraun"	"r"	0	199	"r"	"TueThur"	"p3crandom.txt"
"8544"	"terraun"	"r"	0	177	"r"	"TueThur"	"p3crandom.txt"
"8644"	"terraun"	"a"	0	392	"a"	"TueThur"	"p3crandom.txt"
"8744"	"terraun"	"u"	0	232	"u"	"TueThur"	"p3crandom.txt"
"8844"	"terraun"	"n"	0	200	"n"	"TueThur"	"p3crandom.txt"
"8944"	"of"	"o"	1	1009	"o"	"TueThur"	"p3crandom.txt"
"9044"	"of"	"f"	1	263	"f"	"TueThur"	"p3crandom.txt"
"9167"	"therse"	"t"	0	697	"t"	"TueThur"	"p3crandom.txt"
"9246"	"therse"	"h"	0	215	"h"	"TueThur"	"p3crandom.txt"
"9344"	"therse"	"e"	0	136	"e"	"TueThur"	"p3crandom.txt"
"9444"	"therse"	"r"	0	232	"r"	"TueThur"	"p3crandom.txt"
"9544"	"therse"	"s"	0	824	"s"	"TueThur"	"p3crandom.txt"
"9644"	"therse"	"e"	0	183	"e"	"TueThur"	"p3crandom.txt"
"9744"	"are"	"a"	0	224	"a"	"TueThur"	"p3crandom.txt"
"9844"	"are"	"r"	0	184	"r"	"TueThur"	"p3crandom.txt"
"9944"	"are"	"e"	0	96	"e"	"TueThur"	"p3crandom.txt"
"10044"	"without"	"w"	1	1136	"w"	"TueThur"	"p3crandom.txt"
"10167"	"without"	"i"	1	240	"i"	"TueThur"	"p3crandom.txt"
"10246"	"without"	"t"	1	256	"t"	"TueThur"	"p3crandom.txt"
"10344"	"without"	"h"	1	176	"h"	"TueThur"	"p3crandom.txt"
"10444"	"without"	"o"	1	248	"o"	"TueThur"	"p3crandom.txt"
"10544"	"without"	"u"	1	760	"u"	"TueThur"	"p3crandom.txt"
"10644"	"without"	"t"	1	216	"t"	"TueThur"	"p3crandom.txt"
"10744"	"the"	"t"	1	816	"t"	"TueThur"	"p3crandom.txt"
"10844"	"the"	"h"	1	192	"h"	"TueThur"	"p3crandom.txt"
"10944"	"the"	"e"	1	120	"e"	"TueThur"	"p3crandom.txt"
"11044"	"helo"	"h"	0	704	"h"	"TueThur"	"p3crandom.txt"
"11167"	"helo"	"e"	0	129	"e"	"TueThur"	"p3crandom.txt"
"11246"	"helo"	"l"	0	223	"l"	"TueThur"	"p3crandom.txt"
"11344"	"helo"	"o"	0	224	"o"	"TueThur"	"p3crandom.txt"
"11444"	"pof"	"p"	0	183	"p"	"TueThur"	"p3crandom.txt"
"11544"	"pof"	"o"	0	865	"o"	"TueThur"	"p3crandom.txt"
"11644"	"pof"	"f"	0	111	"f"	"TueThur"	"p3crandom.txt"
"11744"	"there"	"t"	0	1153	"t"	"TueThur"	"p3crandom.txt"
"11844"	"there"	"h"	0	190	"h"	"TueThur"	"p3crandom.txt"
"11944"	"there"	"e"	0	81	"e"	"TueThur"	"p3crandom.txt"
"12044"	"there"	"r"	0	224	"r"	"TueThur"	"p3crandom.txt"
"12167"	"there"	"e"	0	168	"e"	"TueThur"	"p3crandom.txt"
"12246"	"wonderful"	"w"	1	1000	"w"	"TueThur"	"p3crandom.txt"
"12344"	"wonderful"	"o"	1	320	"o"	"TueThur"	"p3crandom.txt"
"12444"	"wonderful"	"n"	1	209	"n"	"TueThur"	"p3crandom.txt"
"12544"	"wonderful"	"d"	1	119	"d"	"TueThur"	"p3crandom.txt"
"12644"	"wonderful"	"e"	1	168	"e"	"TueThur"	"p3crandom.txt"
"12744"	"wonderful"	"r"	1	184	"r"	"TueThur"	"p3crandom.txt"
"12844"	"wonderful"	"f"	1	1400	"f"	"TueThur"	"p3crandom.txt"
"12944"	"wonderful"	"u"	1	128	"u"	"TueThur"	"p3crandom.txt"
"13044"	"wonderful"	"l"	1	232	"l"	"TueThur"	"p3crandom.txt"
"13167"	"dogs."	"d"	1	272	"d"	"TueThur"	"p3crandom.txt"
"13246"	"dogs."	"o"	1	152	"o"	"TueThur"	"p3crandom.txt"
"13344"	"dogs."	"g"	1	248	"g"	"TueThur"	"p3crandom.txt"
"13444"	"dogs."	"s"	1	280	"s"	"TueThur"	"p3crandom.txt"
"13544"	"dogs."	"."	1	473	"."	"TueThur"	"p3crandom.txt"
"13644"	"the"	"t"	1	224	"t"	"TueThur"	"p3crandom.txt"
"13744"	"the"	"h"	1	201	"h"	"TueThur"	"p3crandom.txt"
"13844"	"the"	"e"	1	71	"e"	"TueThur"	"p3crandom.txt"
"13944"	"strain"	"s"	0	528	"s"	"TueThur"	"p3crandom.txt"
"14044"	"strain"	"t"	0	289	"t"	"TueThur"	"p3crandom.txt"
"14167"	"strain"	"r"	0	952	"r"	"TueThur"	"p3crandom.txt"
"14246"	"strain"	"a"	0	607	"a"	"TueThur"	"p3crandom.txt"
"14344"	"strain"	"i"	0	216	"i"	"TueThur"	"p3crandom.txt"
"14444"	"strain"	"n"	0	193	"n"	"TueThur"	"p3crandom.txt"
"14544"	"which"	"w"	1	673	"w"	"TueThur"	"p3crandom.txt"
"14644"	"which"	"h"	1	159	"h"	"TueThur"	"p3crandom.txt"
"14744"	"which"	"i"	1	184	"i"	"TueThur"	"p3crandom.txt"
"14844"	"which"	"c"	1	104	"c"	"TueThur"	"p3crandom.txt"
"14944"	"which"	"h"	1	144	"h"	"TueThur"	"p3crandom.txt"
"15044"	"proves"	"p"	1	865	"p"	"TueThur"	"p3crandom.txt"
"15167"	"proves"	"r"	1	191	"r"	"TueThur"	"p3crandom.txt"
"15246"	"proves"	"o"	1	192	"o"	"TueThur"	"p3crandom.txt"
"15344"	"proves"	"v"	1	681	"v"	"TueThur"	"p3crandom.txt"
"15444"	"proves"	"e"	1	63	"e"	"TueThur"	"p3crandom.txt"
"15544"	"proves"	"s"	1	352	"s"	"TueThur"	"p3crandom.txt"
"15644"	"most"	"m"	1	271	"m"	"TueThur"	"p3crandom.txt"
"15744"	"most"	"o"	1	247	"o"	"TueThur"	"p3crandom.txt"
"15844"	"most"	"s"	1	185	"s"	"TueThur"	"p3crandom.txt"
"15944"	"most"	"t"	1	135	"t"	"TueThur"	"p3crandom.txt"
"16044"	"adpet"	"a"	0	905	"a"	"TueThur"	"p3crandom.txt"
"16167"	"adpet"	"d"	0	231	"d"	"TueThur"	"p3crandom.txt"
"16246"	"adpet"	"p"	0	1080	"p"	"TueThur"	"p3crandom.txt"
"16344"	"adpet"	"e"	0	320	"e"	"TueThur"	"p3crandom.txt"
"16444"	"adpet"	"t"	0	224	"t"	"TueThur"	"p3crandom.txt"
"16544"	"at"	"a"	1	759	"a"	"TueThur"	"p3crandom.txt"
"16644"	"at"	"t"	1	152	"t"	"TueThur"	"p3crandom.txt"
"16744"	"the"	"t"	1	192	"t"	"TueThur"	"p3crandom.txt"
"16844"	"the"	"h"	1	192	"h"	"TueThur"	"p3crandom.txt"
"16944"	"the"	"e"	1	96	"e"	"TueThur"	"p3crandom.txt"
"17044"	"specialezed"	"s"	0	1504	"s"	"TueThur"	"p3crandom.txt"
"17167"	"specialezed"	"p"	0	288	"p"	"TueThur"	"p3crandom.txt"
"17246"	"specialezed"	"e"	0	768	"e"	"TueThur"	"p3crandom.txt"
"17344"	"specialezed"	"c"	0	472	"c"	"TueThur"	"p3crandom.txt"
"17444"	"specialezed"	"i"	0	257	"i"	"TueThur"	"p3crandom.txt"
"17544"	"specialezed"	"a"	0	182	"a"	"TueThur"	"p3crandom.txt"
"17644"	"specialezed"	"l"	0	161	"l"	"TueThur"	"p3crandom.txt"
"17744"	"specialezed"	"e"	0	408	"e"	"TueThur"	"p3crandom.txt"
"17844"	"specialezed"	"z"	0	385	"z"	"TueThur"	"p3crandom.txt"
"17944"	"specialezed"	"e"	0	263	"e"	"TueThur"	"p3crandom.txt"
"18044"	"specialezed"	"d"	0	192	"d"	"TueThur"	"p3crandom.txt"
"18167"	"tyopes"	"t"	0	664	"t"	"TueThur"	"p3crandom.txt"
"18246"	"tyopes"	"y"	0	184	"y"	"TueThur"	"p3crandom.txt"
"18344"	"tyopes"	"o"	0	224	"o"	"TueThur"	"p3crandom.txt"
"18444"	"tyopes"	"p"	0	361	"p"	"TueThur"	"p3crandom.txt"
"18544"	"tyopes"	"e"	0	127	"e"	"TueThur"	"p3crandom.txt"
"18644"	"tyopes"	"s"	0	200	"s"	"TueThur"	"p3crandom.txt"
"18744"	"pof"	"p"	0	952	"p"	"TueThur"	"p3crandom.txt"
"18844"	"pof"	"o"	0	623	"o"	"TueThur"	"p3crandom.txt"
"18944"	"pof"	"f"	0	209	"f"	"TueThur"	"p3crandom.txt"
"19044"	"work"	"w"	1	2192	"w"	"TueThur"	"p3crandom.txt"
"19167"	"work"	"o"	1	192	"o"	"TueThur"	"p3crandom.txt"
"19246"	"work"	"r"	1	264	"r"	"TueThur"	"p3crandom.txt"
"19344"	"work"	"k"	1	96	"k"	"TueThur"	"p3crandom.txt"
"19444"	"that"	"t"	1	1200	"t"	"TueThur"	"p3crandom.txt"
"19544"	"that"	"h"	1	176	"h"	"TueThur"	"p3crandom.txt"
"19644"	"that"	"a"	1	120	"a"	"TueThur"	"p3crandom.txt"
"19744"	"that"	"t"	1	80	"t"	"TueThur"	"p3crandom.txt"
"19844"	"was"	"w"	1	432	"w"	"TueThur"	"p3crandom.txt"
"19944"	"was"	"a"	1	235	"a"	"TueThur"	"p3crandom.txt"
"20044"	"was"	"s"	1	165	"s"	"TueThur"	"p3crandom.txt"
"20167"	"requied"	"r"	0	736	"r"	"TueThur"	"p3crandom.txt"
"20246"	"requied"	"e"	0	216	"e"	"TueThur"	"p3crandom.txt"
"20344"	"requied"	"q"	0	376	"q"	"TueThur"	"p3crandom.txt"
"20444"	"requied"	"u"	0	264	"u"	"TueThur"	"p3crandom.txt"
"20544"	"requied"	"i"	0	904	"i"	"TueThur"	"p3crandom.txt"
"20644"	"requied"	"e"	0	728	"e"	"TueThur"	"p3crandom.txt"
"20744"	"requied"	"d"	0	824	"d"	"TueThur"	"p3crandom.txt"
"20844"	"awere"	"a"	0	385	"a"	"TueThur"	"p3crandom.txt"
"20944"	"awere"	"w"	0	527	"w"	"TueThur"	"p3crandom.txt"
"21061"	"awere"	"e"	0	208	"e"	"TueThur"	"p3crandom.txt"
"21171"	"awere"	"r"	0	480	"r"	"TueThur"	"p3crandom.txt"
"21247"	"awere"	"e"	0	216	"e"	"TueThur"	"p3crandom.txt"
"21345"	"higher"	"h"	0	961	"h"	"TueThur"	"p3crandom.txt"
"21445"	"higher"	"i"	0	184	"i"	"TueThur"	"p3crandom.txt"
"21544"	"higher"	"g"	0	488	"g"	"TueThur"	"p3crandom.txt"
"21644"	"higher"	"h"	0	136	"h"	"TueThur"	"p3crandom.txt"
"21744"	"higher"	"e"	0	360	"e"	"TueThur"	"p3crandom.txt"
"21844"	"higher"	"r"	0	232	"r"	"TueThur"	"p3crandom.txt"
"21944"	"priezed"	"p"	0	1848	"p"	"TueThur"	"p3crandom.txt"
"22044"	"priezed"	"r"	0	256	"r"	"TueThur"	"p3crandom.txt"
"22168"	"priezed"	"i"	0	376	"i"	"TueThur"	"p3crandom.txt"
"22246"	"priezed"	"e"	0	288	"e"	"TueThur"	"p3crandom.txt"
"22344"	"priezed"	"z"	0	696	"z"	"TueThur"	"p3crandom.txt"
"22444"	"priezed"	"e"	0	240	"e"	"TueThur"	"p3crandom.txt"
"22544"	"priezed"	"d"	0	168	"d"	"TueThur"	"p3crandom.txt"
"22644"	"and"	"a"	1	513	"a"	"TueThur"	"p3crandom.txt"
"22744"	"and"	"n"	1	136	"n"	"TueThur"	"p3crandom.txt"
"22844"	"and"	"d"	1	112	"d"	"TueThur"	"p3crandom.txt"
"22944"	"se;ective"	"s"	0	1249	"s"	"TueThur"	"p3crandom.txt"
"23044"	"se;ective"	"e"	0	199	"e"	"TueThur"	"p3crandom.txt"
"23167"	"se;ective"	";"	0	624	";"	"TueThur"	"p3crandom.txt"
"23246"	"se;ective"	"e"	0	344	"e"	"TueThur"	"p3crandom.txt"
"23344"	"se;ective"	"c"	0	255	"c"	"TueThur"	"p3crandom.txt"
"23444"	"se;ective"	"t"	0	257	"t"	"TueThur"	"p3crandom.txt"
"23544"	"se;ective"	"i"	0	507	"i"	"TueThur"	"p3crandom.txt"
"23644"	"se;ective"	"v"	0	213	"v"	"TueThur"	"p3crandom.txt"
"23744"	"se;ective"	"e"	0	152	"e"	"TueThur"	"p3crandom.txt"
"23844"	"bred"	"b"	1	344	"b"	"TueThur"	"p3crandom.txt"
"23944"	"bred"	"r"	1	1289	"r"	"TueThur"	"p3crandom.txt"
"24044"	"bred"	"e"	1	263	"e"	"TueThur"	"p3crandom.txt"
"24167"	"bred"	"d"	1	208	"d"	"TueThur"	"p3crandom.txt"
"24246"	"from"	"f"	1	655	"f"	"TueThur"	"p3crandom.txt"
"24344"	"from"	"r"	1	209	"r"	"TueThur"	"p3crandom.txt"
"24444"	"from"	"o"	1	152	"o"	"TueThur"	"p3crandom.txt"
"24544"	"from"	"m"	1	177	"m"	"TueThur"	"p3crandom.txt"
"24644"	"."	"."	0	1240	"."	"TueThur"	"p3crandom.txt"
"24744"	"this"	"t"	1	232	"t"	"TueThur"	"p3crandom.txt"
"24844"	"this"	"h"	1	944	"h"	"TueThur"	"p3crandom.txt"
"24944"	"this"	"i"	1	177	"i"	"TueThur"	"p3crandom.txt"
"25044"	"this"	"s"	1	119	"s"	"TueThur"	"p3crandom.txt"
"25167"	"produced"	"p"	1	793	"p"	"TueThur"	"p3crandom.txt"
"25246"	"produced"	"r"	1	263	"r"	"TueThur"	"p3crandom.txt"
"25344"	"produced"	"o"	1	216	"o"	"TueThur"	"p3crandom.txt"
"25444"	"produced"	"d"	1	1177	"d"	"TueThur"	"p3crandom.txt"
"25544"	"produced"	"u"	1	280	"u"	"TueThur"	"p3crandom.txt"
"25644"	"produced"	"c"	1	127	"c"	"TueThur"	"p3crandom.txt"
"25744"	"produced"	"e"	1	400	"e"	"TueThur"	"p3crandom.txt"
"25844"	"produced"	"d"	1	224	"d"	"TueThur"	"p3crandom.txt"
"25944"	"the"	"t"	1	448	"t"	"TueThur"	"p3crandom.txt"
"26044"	"the"	"h"	1	192	"h"	"TueThur"	"p3crandom.txt"
"26167"	"the"	"e"	1	103	"e"	"TueThur"	"p3crandom.txt"
"26246"	"sort"	"s"	1	265	"s"	"TueThur"	"p3crandom.txt"
"26344"	"sort"	"o"	1	119	"o"	"TueThur"	"p3crandom.txt"
"26444"	"sort"	"r"	1	176	"r"	"TueThur"	"p3crandom.txt"
"26544"	"sort"	"t"	1	215	"t"	"TueThur"	"p3crandom.txt"
"26644"	"of"	"o"	1	856	"o"	"TueThur"	"p3crandom.txt"
"26744"	"of"	"f"	1	199	"f"	"TueThur"	"p3crandom.txt"
"26844"	"collie"	"c"	1	791	"c"	"TueThur"	"p3crandom.txt"
"26944"	"collie"	"o"	1	168	"o"	"TueThur"	"p3crandom.txt"
"27044"	"collie"	"l"	1	208	"l"	"TueThur"	"p3crandom.txt"
"27167"	"collie"	"l"	1	152	"l"	"TueThur"	"p3crandom.txt"
"27246"	"collie"	"i"	1	328	"i"	"TueThur"	"p3crandom.txt"
"27344"	"collie"	"e"	1	208	"e"	"TueThur"	"p3crandom.txt"
"27444"	"we"	"w"	1	488	"w"	"TueThur"	"p3crandom.txt"
"27544"	"we"	"e"	1	152	"e"	"TueThur"	"p3crandom.txt"
"27644"	"knoq"	"k"	0	249	"k"	"TueThur"	"p3crandom.txt"
"27744"	"knoq"	"n"	0	191	"n"	"TueThur"	"p3crandom.txt"
"27844"	"knoq"	"o"	0	408	"o"	"TueThur"	"p3crandom.txt"
"27944"	"knoq"	"q"	0	288	"q"	"TueThur"	"p3crandom.txt"
"28044"	"today"	"t"	1	536	"t"	"TueThur"	"p3crandom.txt"
"28167"	"today"	"o"	1	312	"o"	"TueThur"	"p3crandom.txt"
"28246"	"today"	"d"	1	232	"d"	"TueThur"	"p3crandom.txt"
"28344"	"today"	"a"	1	2489	"a"	"TueThur"	"p3crandom.txt"
"28444"	"today"	"y"	1	191	"y"	"TueThur"	"p3crandom.txt"
"28544"	"and"	"a"	1	1224	"a"	"TueThur"	"p3crandom.txt"
"28644"	"and"	"n"	1	135	"n"	"TueThur"	"p3crandom.txt"
"28744"	"and"	"d"	1	168	"d"	"TueThur"	"p3crandom.txt"
"28844"	"from"	"f"	1	233	"f"	"TueThur"	"p3crandom.txt"
"28944"	"from"	"r"	1	383	"r"	"TueThur"	"p3crandom.txt"
"29044"	"from"	"o"	1	208	"o"	"TueThur"	"p3crandom.txt"
"29167"	"from"	"m"	1	232	"m"	"TueThur"	"p3crandom.txt"
"29246"	"looking"	"l"	1	423	"l"	"TueThur"	"p3crandom.txt"
"29344"	"looking"	"o"	1	184	"o"	"TueThur"	"p3crandom.txt"
"29444"	"looking"	"o"	1	232	"o"	"TueThur"	"p3crandom.txt"
"29544"	"looking"	"k"	1	192	"k"	"TueThur"	"p3crandom.txt"
"29644"	"looking"	"i"	1	472	"i"	"TueThur"	"p3crandom.txt"
"29744"	"looking"	"n"	1	336	"n"	"TueThur"	"p3crandom.txt"
"29844"	"looking"	"g"	1	265	"g"	"TueThur"	"p3crandom.txt"
"29944"	"at"	"a"	1	591	"a"	"TueThur"	"p3crandom.txt"
"30044"	"at"	"t"	1	561	"t"	"TueThur"	"p3crandom.txt"
"30167"	"very"	"v"	1	520	"v"	"TueThur"	"p3crandom.txt"
"30246"	"very"	"e"	1	136	"e"	"TueThur"	"p3crandom.txt"
"30344"	"very"	"r"	1	240	"r"	"TueThur"	"p3crandom.txt"
"30444"	"very"	"y"	1	160	"y"	"TueThur"	"p3crandom.txt"
"30544"	"it"	"i"	1	4617	"i"	"TueThur"	"p3crandom.txt"
"30644"	"it"	"t"	1	255	"t"	"TueThur"	"p3crandom.txt"
"30744"	"proves"	"p"	1	401	"p"	"TueThur"	"p3crandom.txt"
"30844"	"proves"	"r"	1	343	"r"	"TueThur"	"p3crandom.txt"
"30944"	"proves"	"o"	1	280	"o"	"TueThur"	"p3crandom.txt"
"31061"	"proves"	"v"	1	560	"v"	"TueThur"	"p3crandom.txt"
"31171"	"proves"	"e"	1	120	"e"	"TueThur"	"p3crandom.txt"
"31247"	"proves"	"s"	1	224	"s"	"TueThur"	"p3crandom.txt"
"31345"	"that"	"t"	1	538	"t"	"TueThur"	"p3crandom.txt"
"31445"	"that"	"h"	1	183	"h"	"TueThur"	"p3crandom.txt"
"31544"	"that"	"a"	1	152	"a"	"TueThur"	"p3crandom.txt"
"31644"	"that"	"t"	1	80	"t"	"TueThur"	"p3crandom.txt"
"31744"	"the"	"t"	1	367	"t"	"TueThur"	"p3crandom.txt"
"31844"	"the"	"h"	1	192	"h"	"TueThur"	"p3crandom.txt"
"31944"	"the"	"e"	1	104	"e"	"TueThur"	"p3crandom.txt"
"32044"	"early"	"e"	1	633	"e"	"TueThur"	"p3crandom.txt"
"32168"	"early"	"a"	1	318	"a"	"TueThur"	"p3crandom.txt"
"32246"	"early"	"r"	1	841	"r"	"TueThur"	"p3crandom.txt"
"32344"	"early"	"l"	1	176	"l"	"TueThur"	"p3crandom.txt"
"32444"	"early"	"y"	1	289	"y"	"TueThur"	"p3crandom.txt"
"32544"	"flockmaters"	"f"	0	1424	"f"	"TueThur"	"p3crandom.txt"
"32644"	"flockmaters"	"l"	0	321	"l"	"TueThur"	"p3crandom.txt"
"32744"	"flockmaters"	"o"	0	175	"o"	"TueThur"	"p3crandom.txt"
"32844"	"flockmaters"	"c"	0	873	"c"	"TueThur"	"p3crandom.txt"
"32944"	"flockmaters"	"k"	0	231	"k"	"TueThur"	"p3crandom.txt"
"33044"	"flockmaters"	"m"	0	448	"m"	"TueThur"	"p3crandom.txt"
"33167"	"flockmaters"	"a"	0	192	"a"	"TueThur"	"p3crandom.txt"
"33246"	"flockmaters"	"t"	0	248	"t"	"TueThur"	"p3crandom.txt"
"33344"	"flockmaters"	"e"	0	1041	"e"	"TueThur"	"p3crandom.txt"
"33444"	"flockmaters"	"r"	0	191	"r"	"TueThur"	"p3crandom.txt"
"33544"	"flockmaters"	"s"	0	223	"s"	"TueThur"	"p3crandom.txt"
"33644"	"knew"	"k"	1	560	"k"	"TueThur"	"p3crandom.txt"
"33744"	"knew"	"n"	1	944	"n"	"TueThur"	"p3crandom.txt"
"33843"	"knew"	"e"	1	224	"e"	"TueThur"	"p3crandom.txt"
"33943"	"knew"	"w"	1	296	"w"	"TueThur"	"p3crandom.txt"
"34043"	"well"	"w"	1	905	"w"	"TueThur"	"p3crandom.txt"
"34166"	"well"	"e"	1	207	"e"	"TueThur"	"p3crandom.txt"
"34245"	"well"	"l"	1	208	"l"	"TueThur"	"p3crandom.txt"
"34343"	"well"	"l"	1	160	"l"	"TueThur"	"p3crandom.txt"
"34443"	"the"	"t"	1	439	"t"	"TueThur"	"p3crandom.txt"
"34543"	"the"	"h"	1	208	"h"	"TueThur"	"p3crandom.txt"
"34643"	"the"	"e"	1	136	"e"	"TueThur"	"p3crandom.txt"
