"wordrep"	"letters"	"word_accuracy"	"best_match"	"str_distance"	"correct_word_length"	"proportion_letter_correct"	"iksis"	"responses"	"suppression"	"subject"
"43874"	"strarted"	"e"	0	"started"	1	7	0.857142857142857	55	"e"	"TueThur"	"p7crandom.txt"
"43974"	"strarted"	"d"	0	"started"	1	7	0.857142857142857	192	"d"	"TueThur"	"p7crandom.txt"
"44074"	"receoriding"	"r"	0	"recording"	2	9	0.777777777777778	296	"r"	"TueThur"	"p7crandom.txt"
"441115"	"receoriding"	"e"	0	"recording"	2	9	0.777777777777778	104	"e"	"TueThur"	"p7crandom.txt"
"44281"	"receoriding"	"c"	0	"recording"	2	9	0.777777777777778	224	"c"	"TueThur"	"p7crandom.txt"
"44374"	"receoriding"	"e"	0	"recording"	2	9	0.777777777777778	152	"e"	"TueThur"	"p7crandom.txt"
"44474"	"receoriding"	"o"	0	"recording"	2	9	0.777777777777778	521	"o"	"TueThur"	"p7crandom.txt"
"44574"	"receoriding"	"r"	0	"recording"	2	9	0.777777777777778	383	"r"	"TueThur"	"p7crandom.txt"
"44673"	"receoriding"	"i"	0	"recording"	2	9	0.777777777777778	216	"i"	"TueThur"	"p7crandom.txt"
"44773"	"receoriding"	"d"	0	"recording"	2	9	0.777777777777778	640	"d"	"TueThur"	"p7crandom.txt"
"44873"	"receoriding"	"i"	0	"recording"	2	9	0.777777777777778	104	"i"	"TueThur"	"p7crandom.txt"
"44973"	"receoriding"	"n"	0	"recording"	2	9	0.777777777777778	88	"n"	"TueThur"	"p7crandom.txt"
"45073"	"receoriding"	"g"	0	"recording"	2	9	0.777777777777778	80	"g"	"TueThur"	"p7crandom.txt"
"451114"	"winners."	"w"	1	"winners."	0	8	1	968	"w"	"TueThur"	"p7crandom.txt"
"45280"	"winners."	"i"	1	"winners."	0	8	1	360	"i"	"TueThur"	"p7crandom.txt"
"45373"	"winners."	"n"	1	"winners."	0	8	1	208	"n"	"TueThur"	"p7crandom.txt"
"45473"	"winners."	"n"	1	"winners."	0	8	1	136	"n"	"TueThur"	"p7crandom.txt"
"45573"	"winners."	"e"	1	"winners."	0	8	1	32	"e"	"TueThur"	"p7crandom.txt"
"45672"	"winners."	"r"	1	"winners."	0	8	1	160	"r"	"TueThur"	"p7crandom.txt"
"45772"	"winners."	"s"	1	"winners."	0	8	1	167	"s"	"TueThur"	"p7crandom.txt"
"45872"	"winners."	"."	1	"winners."	0	8	1	82	"."	"TueThur"	"p7crandom.txt"
"45972"	"Working"	"W"	1	"Working"	0	7	1	408	"W"	"TueThur"	"p7crandom.txt"
"46072"	"Working"	"o"	1	"Working"	0	7	1	225	"o"	"TueThur"	"p7crandom.txt"
"461113"	"Working"	"r"	1	"Working"	0	7	1	255	"r"	"TueThur"	"p7crandom.txt"
"46279"	"Working"	"k"	1	"Working"	0	7	1	200	"k"	"TueThur"	"p7crandom.txt"
"46372"	"Working"	"i"	1	"Working"	0	7	1	152	"i"	"TueThur"	"p7crandom.txt"
"46472"	"Working"	"n"	1	"Working"	0	7	1	192	"n"	"TueThur"	"p7crandom.txt"
"46571"	"Working"	"g"	1	"Working"	0	7	1	104	"g"	"TueThur"	"p7crandom.txt"
"46671"	"treials"	"t"	0	"trials"	1	6	0.833333333333333	120	"t"	"TueThur"	"p7crandom.txt"
"46771"	"treials"	"r"	0	"trials"	1	6	0.833333333333333	200	"r"	"TueThur"	"p7crandom.txt"
"46869"	"treials"	"e"	0	"trials"	1	6	0.833333333333333	336	"e"	"TueThur"	"p7crandom.txt"
"46969"	"treials"	"i"	0	"trials"	1	6	0.833333333333333	729	"i"	"TueThur"	"p7crandom.txt"
"47069"	"treials"	"a"	0	"trials"	1	6	0.833333333333333	207	"a"	"TueThur"	"p7crandom.txt"
"471112"	"treials"	"l"	0	"trials"	1	6	0.833333333333333	136	"l"	"TueThur"	"p7crandom.txt"
"47273"	"treials"	"s"	0	"trials"	1	6	0.833333333333333	184	"s"	"TueThur"	"p7crandom.txt"
"47368"	"are"	"a"	1	"are"	0	3	1	103	"a"	"TueThur"	"p7crandom.txt"
"47468"	"are"	"r"	1	"are"	0	3	1	128	"r"	"TueThur"	"p7crandom.txt"
"47568"	"are"	"e"	1	"are"	0	3	1	88	"e"	"TueThur"	"p7crandom.txt"
"47666"	"yet"	"y"	1	"yet"	0	3	1	455	"y"	"TueThur"	"p7crandom.txt"
"47766"	"yet"	"e"	1	"yet"	0	3	1	128	"e"	"TueThur"	"p7crandom.txt"
"47865"	"yet"	"t"	1	"yet"	0	3	1	144	"t"	"TueThur"	"p7crandom.txt"
"47965"	"another"	"a"	1	"another"	0	7	1	183	"a"	"TueThur"	"p7crandom.txt"
"48065"	"another"	"n"	1	"another"	0	7	1	296	"n"	"TueThur"	"p7crandom.txt"
"481109"	"another"	"o"	1	"another"	0	7	1	152	"o"	"TueThur"	"p7crandom.txt"
"48267"	"another"	"t"	1	"another"	0	7	1	112	"t"	"TueThur"	"p7crandom.txt"
"48365"	"another"	"h"	1	"another"	0	7	1	136	"h"	"TueThur"	"p7crandom.txt"
"48464"	"another"	"e"	1	"another"	0	7	1	128	"e"	"TueThur"	"p7crandom.txt"
"48564"	"another"	"r"	1	"another"	0	7	1	104	"r"	"TueThur"	"p7crandom.txt"
"48662"	"canine"	"c"	1	"canine"	0	6	1	320	"c"	"TueThur"	"p7crandom.txt"
"48760"	"canine"	"a"	1	"canine"	0	6	1	152	"a"	"TueThur"	"p7crandom.txt"
"48859"	"canine"	"n"	1	"canine"	0	6	1	368	"n"	"TueThur"	"p7crandom.txt"
"48958"	"canine"	"i"	1	"canine"	0	6	1	112	"i"	"TueThur"	"p7crandom.txt"
"49057"	"canine"	"n"	1	"canine"	0	6	1	176	"n"	"TueThur"	"p7crandom.txt"
"491105"	"canine"	"e"	1	"canine"	0	6	1	128	"e"	"TueThur"	"p7crandom.txt"
"49259"	"sphere"	"s"	1	"sphere"	0	6	1	143	"s"	"TueThur"	"p7crandom.txt"
"49357"	"sphere"	"p"	1	"sphere"	0	6	1	112	"p"	"TueThur"	"p7crandom.txt"
"49455"	"sphere"	"h"	1	"sphere"	0	6	1	432	"h"	"TueThur"	"p7crandom.txt"
"49553"	"sphere"	"e"	1	"sphere"	0	6	1	120	"e"	"TueThur"	"p7crandom.txt"
"49651"	"sphere"	"r"	1	"sphere"	0	6	1	408	"r"	"TueThur"	"p7crandom.txt"
"49750"	"sphere"	"e"	1	"sphere"	0	6	1	72	"e"	"TueThur"	"p7crandom.txt"
"49850"	"where"	"w"	1	"where"	0	5	1	249	"w"	"TueThur"	"p7crandom.txt"
"49950"	"where"	"h"	1	"where"	0	5	1	110	"h"	"TueThur"	"p7crandom.txt"
"50050"	"where"	"e"	1	"where"	0	5	1	129	"e"	"TueThur"	"p7crandom.txt"
"501100"	"where"	"r"	1	"where"	0	5	1	56	"r"	"TueThur"	"p7crandom.txt"
"50253"	"where"	"e"	1	"where"	0	5	1	112	"e"	"TueThur"	"p7crandom.txt"
"50352"	"Border"	"B"	1	"Border"	0	6	1	200	"B"	"TueThur"	"p7crandom.txt"
"50450"	"Border"	"o"	1	"Border"	0	6	1	201	"o"	"TueThur"	"p7crandom.txt"
"50549"	"Border"	"r"	1	"Border"	0	6	1	87	"r"	"TueThur"	"p7crandom.txt"
"50648"	"Border"	"d"	1	"Border"	0	6	1	304	"d"	"TueThur"	"p7crandom.txt"
"50747"	"Border"	"e"	1	"Border"	0	6	1	120	"e"	"TueThur"	"p7crandom.txt"
"50846"	"Border"	"r"	1	"Border"	0	6	1	120	"r"	"TueThur"	"p7crandom.txt"
"50946"	"Collers"	"C"	0	"Collies"	2	7	0.714285714285714	247	"C"	"TueThur"	"p7crandom.txt"
"51047"	"Collers"	"o"	0	"Collies"	2	7	0.714285714285714	176	"o"	"TueThur"	"p7crandom.txt"
"51194"	"Collers"	"l"	0	"Collies"	2	7	0.714285714285714	208	"l"	"TueThur"	"p7crandom.txt"
"51247"	"Collers"	"l"	0	"Collies"	2	7	0.714285714285714	120	"l"	"TueThur"	"p7crandom.txt"
"51345"	"Collers"	"e"	0	"Collies"	2	7	0.714285714285714	96	"e"	"TueThur"	"p7crandom.txt"
"51442"	"Collers"	"r"	0	"Collies"	2	7	0.714285714285714	112	"r"	"TueThur"	"p7crandom.txt"
"51542"	"Collers"	"s"	0	"Collies"	2	7	0.714285714285714	1600	"s"	"TueThur"	"p7crandom.txt"
"51642"	"have"	"h"	1	"have"	0	4	1	201	"h"	"TueThur"	"p7crandom.txt"
"51740"	"have"	"a"	1	"have"	0	4	1	47	"a"	"TueThur"	"p7crandom.txt"
"51840"	"have"	"v"	1	"have"	0	4	1	200	"v"	"TueThur"	"p7crandom.txt"
"51939"	"have"	"e"	1	"have"	0	4	1	120	"e"	"TueThur"	"p7crandom.txt"
"52038"	"become"	"b"	1	"become"	0	6	1	176	"b"	"TueThur"	"p7crandom.txt"
"52181"	"become"	"e"	1	"become"	0	6	1	88	"e"	"TueThur"	"p7crandom.txt"
"52241"	"become"	"c"	1	"become"	0	6	1	241	"c"	"TueThur"	"p7crandom.txt"
"52337"	"become"	"o"	1	"become"	0	6	1	191	"o"	"TueThur"	"p7crandom.txt"
"52437"	"become"	"m"	1	"become"	0	6	1	248	"m"	"TueThur"	"p7crandom.txt"
"52535"	"become"	"e"	1	"become"	0	6	1	96	"e"	"TueThur"	"p7crandom.txt"
"52635"	"the"	"t"	1	"the"	0	3	1	104	"t"	"TueThur"	"p7crandom.txt"
"52734"	"the"	"h"	1	"the"	0	3	1	48	"h"	"TueThur"	"p7crandom.txt"
"52832"	"the"	"e"	1	"the"	0	3	1	96	"e"	"TueThur"	"p7crandom.txt"
"52928"	"dog"	"d"	1	"dog"	0	3	1	761	"d"	"TueThur"	"p7crandom.txt"
"53025"	"dog"	"o"	1	"dog"	0	3	1	111	"o"	"TueThur"	"p7crandom.txt"
"53154"	"dog"	"g"	1	"dog"	0	3	1	480	"g"	"TueThur"	"p7crandom.txt"
"53226"	"to"	"t"	1	"to"	0	2	1	112	"t"	"TueThur"	"p7crandom.txt"
"53323"	"to"	"o"	1	"to"	0	2	1	104	"o"	"TueThur"	"p7crandom.txt"
"53420"	"beat."	"b"	1	"beat."	0	5	1	952	"b"	"TueThur"	"p7crandom.txt"
"53519"	"beat."	"e"	1	"beat."	0	5	1	120	"e"	"TueThur"	"p7crandom.txt"
"53616"	"beat."	"a"	1	"beat."	0	5	1	232	"a"	"TueThur"	"p7crandom.txt"
"53716"	"beat."	"t"	1	"beat."	0	5	1	96	"t"	"TueThur"	"p7crandom.txt"
"53815"	"beat."	"."	1	"beat."	0	5	1	128	"."	"TueThur"	"p7crandom.txt"
"21302"	"Indeed"	"n"	1	"Indeed"	0	6	1	230	"n"	"Normal"	"p8crandom.txt"
"31302"	"Indeed"	"d"	1	"Indeed"	0	6	1	641	"d"	"Normal"	"p8crandom.txt"
"41300"	"Indeed"	"e"	1	"Indeed"	0	6	1	207	"e"	"Normal"	"p8crandom.txt"
"5602"	"Indeed"	"e"	1	"Indeed"	0	6	1	176	"e"	"Normal"	"p8crandom.txt"
"6287"	"Indeed"	"d"	1	"Indeed"	0	6	1	241	"d"	"Normal"	"p8crandom.txt"
"7287"	"it"	"i"	1	"it"	0	2	1	288	"i"	"Normal"	"p8crandom.txt"
"8287"	"it"	"t"	1	"it"	0	2	1	120	"t"	"Normal"	"p8crandom.txt"
"9287"	"is"	"i"	1	"is"	0	2	1	167	"i"	"Normal"	"p8crandom.txt"
"10287"	"is"	"s"	1	"is"	0	2	1	82	"s"	"Normal"	"p8crandom.txt"
"11287"	"difficult"	"d"	1	"difficult"	0	9	1	240	"d"	"Normal"	"p8crandom.txt"
"12287"	"difficult"	"i"	1	"difficult"	0	9	1	168	"i"	"Normal"	"p8crandom.txt"
"13287"	"difficult"	"f"	1	"difficult"	0	9	1	200	"f"	"Normal"	"p8crandom.txt"
"14287"	"difficult"	"f"	1	"difficult"	0	9	1	160	"f"	"Normal"	"p8crandom.txt"
"15287"	"difficult"	"i"	1	"difficult"	0	9	1	256	"i"	"Normal"	"p8crandom.txt"
"16287"	"difficult"	"c"	1	"difficult"	0	9	1	416	"c"	"Normal"	"p8crandom.txt"
"17287"	"difficult"	"u"	1	"difficult"	0	9	1	160	"u"	"Normal"	"p8crandom.txt"
"18287"	"difficult"	"l"	1	"difficult"	0	9	1	873	"l"	"Normal"	"p8crandom.txt"
"19287"	"difficult"	"t"	1	"difficult"	0	9	1	231	"t"	"Normal"	"p8crandom.txt"
"20287"	"to"	"t"	1	"to"	0	2	1	231	"t"	"Normal"	"p8crandom.txt"
"21303"	"to"	"o"	1	"to"	0	2	1	88	"o"	"Normal"	"p8crandom.txt"
"22287"	"know"	"k"	1	"know"	0	4	1	216	"k"	"Normal"	"p8crandom.txt"
"23287"	"know"	"n"	1	"know"	0	4	1	216	"n"	"Normal"	"p8crandom.txt"
"24287"	"know"	"o"	1	"know"	0	4	1	752	"o"	"Normal"	"p8crandom.txt"
"25287"	"know"	"w"	1	"know"	0	4	1	144	"w"	"Normal"	"p8crandom.txt"
"26287"	"how"	"h"	1	"how"	0	3	1	608	"h"	"Normal"	"p8crandom.txt"
"27287"	"how"	"o"	1	"how"	0	3	1	112	"o"	"Normal"	"p8crandom.txt"
"28287"	"how"	"w"	1	"how"	0	3	1	409	"w"	"Normal"	"p8crandom.txt"
"29287"	"man"	"m"	1	"man"	0	3	1	184	"m"	"Normal"	"p8crandom.txt"
"30287"	"man"	"a"	1	"man"	0	3	1	96	"a"	"Normal"	"p8crandom.txt"
"31303"	"man"	"n"	1	"man"	0	3	1	136	"n"	"Normal"	"p8crandom.txt"
"32287"	"ever"	"e"	1	"ever"	0	4	1	239	"e"	"Normal"	"p8crandom.txt"
"33287"	"ever"	"v"	1	"ever"	0	4	1	224	"v"	"Normal"	"p8crandom.txt"
"34285"	"ever"	"e"	1	"ever"	0	4	1	160	"e"	"Normal"	"p8crandom.txt"
"35285"	"ever"	"r"	1	"ever"	0	4	1	160	"r"	"Normal"	"p8crandom.txt"
"36285"	"managed"	"m"	1	"managed"	0	7	1	215	"m"	"Normal"	"p8crandom.txt"
"37285"	"managed"	"a"	1	"managed"	0	7	1	112	"a"	"Normal"	"p8crandom.txt"
"38285"	"managed"	"n"	1	"managed"	0	7	1	120	"n"	"Normal"	"p8crandom.txt"
"39285"	"managed"	"a"	1	"managed"	0	7	1	104	"a"	"Normal"	"p8crandom.txt"
"40285"	"managed"	"g"	1	"managed"	0	7	1	256	"g"	"Normal"	"p8crandom.txt"
"41301"	"managed"	"e"	1	"managed"	0	7	1	169	"e"	"Normal"	"p8crandom.txt"
"42284"	"managed"	"d"	1	"managed"	0	7	1	191	"d"	"Normal"	"p8crandom.txt"
"43282"	"large"	"l"	1	"large"	0	5	1	769	"l"	"Normal"	"p8crandom.txt"
"44282"	"large"	"a"	1	"large"	0	5	1	127	"a"	"Normal"	"p8crandom.txt"
"45281"	"large"	"r"	1	"large"	0	5	1	272	"r"	"Normal"	"p8crandom.txt"
"46280"	"large"	"g"	1	"large"	0	5	1	176	"g"	"Normal"	"p8crandom.txt"
"47274"	"large"	"e"	1	"large"	0	5	1	185	"e"	"Normal"	"p8crandom.txt"
"48268"	"flocks"	"f"	1	"flocks"	0	6	1	657	"f"	"Normal"	"p8crandom.txt"
"49205"	"flocks"	"l"	1	"flocks"	0	6	1	78	"l"	"Normal"	"p8crandom.txt"
"50202"	"flocks"	"o"	1	"flocks"	0	6	1	193	"o"	"Normal"	"p8crandom.txt"
"51195"	"flocks"	"c"	1	"flocks"	0	6	1	88	"c"	"Normal"	"p8crandom.txt"
"52182"	"flocks"	"k"	1	"flocks"	0	6	1	144	"k"	"Normal"	"p8crandom.txt"
"53155"	"flocks"	"s"	1	"flocks"	0	6	1	104	"s"	"Normal"	"p8crandom.txt"
"54123"	"of"	"o"	1	"of"	0	2	1	1040	"o"	"Normal"	"p8crandom.txt"
"55102"	"of"	"f"	1	"of"	0	2	1	496	"f"	"Normal"	"p8crandom.txt"
"5687"	"sheep"	"s"	1	"sheep"	0	5	1	144	"s"	"Normal"	"p8crandom.txt"
"5783"	"sheep"	"h"	1	"sheep"	0	5	1	160	"h"	"Normal"	"p8crandom.txt"
"5879"	"sheep"	"e"	1	"sheep"	0	5	1	209	"e"	"Normal"	"p8crandom.txt"
"5978"	"sheep"	"e"	1	"sheep"	0	5	1	143	"e"	"Normal"	"p8crandom.txt"
"6078"	"sheep"	"p"	1	"sheep"	0	5	1	160	"p"	"Normal"	"p8crandom.txt"
"61117"	"on"	"o"	1	"on"	0	2	1	505	"o"	"Normal"	"p8crandom.txt"
"6288"	"on"	"n"	1	"on"	0	2	1	127	"n"	"Normal"	"p8crandom.txt"
"6378"	"the"	"t"	1	"the"	0	3	1	128	"t"	"Normal"	"p8crandom.txt"
"6478"	"the"	"h"	1	"the"	0	3	1	72	"h"	"Normal"	"p8crandom.txt"
"6578"	"the"	"e"	1	"the"	0	3	1	112	"e"	"Normal"	"p8crandom.txt"
"6678"	"rough"	"r"	1	"rough"	0	5	1	89	"r"	"Normal"	"p8crandom.txt"
"6778"	"rough"	"o"	1	"rough"	0	5	1	151	"o"	"Normal"	"p8crandom.txt"
"6878"	"rough"	"u"	1	"rough"	0	5	1	208	"u"	"Normal"	"p8crandom.txt"
"6978"	"rough"	"g"	1	"rough"	0	5	1	136	"g"	"Normal"	"p8crandom.txt"
"7078"	"rough"	"h"	1	"rough"	0	5	1	152	"h"	"Normal"	"p8crandom.txt"
"71117"	"and"	"a"	1	"and"	0	3	1	455	"a"	"Normal"	"p8crandom.txt"
"7288"	"and"	"n"	1	"and"	0	3	1	128	"n"	"Normal"	"p8crandom.txt"
"7378"	"and"	"d"	1	"and"	0	3	1	128	"d"	"Normal"	"p8crandom.txt"
"7478"	"hilly"	"h"	1	"hilly"	0	5	1	599	"h"	"Normal"	"p8crandom.txt"
"7578"	"hilly"	"i"	1	"hilly"	0	5	1	120	"i"	"Normal"	"p8crandom.txt"
"7678"	"hilly"	"l"	1	"hilly"	0	5	1	200	"l"	"Normal"	"p8crandom.txt"
"7778"	"hilly"	"l"	1	"hilly"	0	5	1	136	"l"	"Normal"	"p8crandom.txt"
"7878"	"hilly"	"y"	1	"hilly"	0	5	1	120	"y"	"Normal"	"p8crandom.txt"
"7978"	"terrain"	"t"	1	"terrain"	0	7	1	1448	"t"	"Normal"	"p8crandom.txt"
"8078"	"terrain"	"e"	1	"terrain"	0	7	1	209	"e"	"Normal"	"p8crandom.txt"
"81117"	"terrain"	"r"	1	"terrain"	0	7	1	279	"r"	"Normal"	"p8crandom.txt"
"8288"	"terrain"	"r"	1	"terrain"	0	7	1	168	"r"	"Normal"	"p8crandom.txt"
"8378"	"terrain"	"a"	1	"terrain"	0	7	1	488	"a"	"Normal"	"p8crandom.txt"
"8478"	"terrain"	"i"	1	"terrain"	0	7	1	128	"i"	"Normal"	"p8crandom.txt"
"8578"	"terrain"	"n"	1	"terrain"	0	7	1	136	"n"	"Normal"	"p8crandom.txt"
"8678"	"of"	"o"	1	"of"	0	2	1	200	"o"	"Normal"	"p8crandom.txt"
"8778"	"of"	"f"	1	"of"	0	2	1	272	"f"	"Normal"	"p8crandom.txt"
"8878"	"these"	"t"	1	"these"	0	5	1	152	"t"	"Normal"	"p8crandom.txt"
"8978"	"these"	"h"	1	"these"	0	5	1	88	"h"	"Normal"	"p8crandom.txt"
"9078"	"these"	"e"	1	"these"	0	5	1	152	"e"	"Normal"	"p8crandom.txt"
"91117"	"these"	"s"	1	"these"	0	5	1	120	"s"	"Normal"	"p8crandom.txt"
"9288"	"these"	"e"	1	"these"	0	5	1	160	"e"	"Normal"	"p8crandom.txt"
"9378"	"areas"	"a"	1	"areas"	0	5	1	89	"a"	"Normal"	"p8crandom.txt"
"9478"	"areas"	"r"	1	"areas"	0	5	1	191	"r"	"Normal"	"p8crandom.txt"
"9578"	"areas"	"e"	1	"areas"	0	5	1	184	"e"	"Normal"	"p8crandom.txt"
"9678"	"areas"	"a"	1	"areas"	0	5	1	192	"a"	"Normal"	"p8crandom.txt"
"9778"	"areas"	"s"	1	"areas"	0	5	1	232	"s"	"Normal"	"p8crandom.txt"
"9878"	"without"	"w"	1	"without"	0	7	1	639	"w"	"Normal"	"p8crandom.txt"
"9978"	"without"	"i"	1	"without"	0	7	1	152	"i"	"Normal"	"p8crandom.txt"
"10078"	"without"	"t"	1	"without"	0	7	1	176	"t"	"Normal"	"p8crandom.txt"
"101117"	"without"	"h"	1	"without"	0	7	1	96	"h"	"Normal"	"p8crandom.txt"
"10288"	"without"	"o"	1	"without"	0	7	1	168	"o"	"Normal"	"p8crandom.txt"
"10378"	"without"	"u"	1	"without"	0	7	1	128	"u"	"Normal"	"p8crandom.txt"
"10478"	"without"	"t"	1	"without"	0	7	1	376	"t"	"Normal"	"p8crandom.txt"
"10578"	"the"	"t"	1	"the"	0	3	1	87	"t"	"Normal"	"p8crandom.txt"
"10678"	"the"	"h"	1	"the"	0	3	1	80	"h"	"Normal"	"p8crandom.txt"
"10778"	"the"	"e"	1	"the"	0	3	1	120	"e"	"Normal"	"p8crandom.txt"
"10878"	"help"	"h"	1	"help"	0	4	1	440	"h"	"Normal"	"p8crandom.txt"
"10978"	"help"	"e"	1	"help"	0	4	1	225	"e"	"Normal"	"p8crandom.txt"
"11078"	"help"	"l"	1	"help"	0	4	1	375	"l"	"Normal"	"p8crandom.txt"
"111117"	"help"	"p"	1	"help"	0	4	1	240	"p"	"Normal"	"p8crandom.txt"
"11288"	"of"	"o"	1	"of"	0	2	1	752	"o"	"Normal"	"p8crandom.txt"
"11378"	"of"	"f"	1	"of"	0	2	1	312	"f"	"Normal"	"p8crandom.txt"
"11478"	"these"	"t"	1	"these"	0	5	1	136	"t"	"Normal"	"p8crandom.txt"
"11578"	"these"	"h"	1	"these"	0	5	1	88	"h"	"Normal"	"p8crandom.txt"
"11678"	"these"	"e"	1	"these"	0	5	1	112	"e"	"Normal"	"p8crandom.txt"
"11778"	"these"	"s"	1	"these"	0	5	1	104	"s"	"Normal"	"p8crandom.txt"
"11878"	"these"	"e"	1	"these"	0	5	1	144	"e"	"Normal"	"p8crandom.txt"
"11978"	"wonderful"	"w"	1	"wonderful"	0	9	1	48	"w"	"Normal"	"p8crandom.txt"
"12078"	"wonderful"	"o"	1	"wonderful"	0	9	1	208	"o"	"Normal"	"p8crandom.txt"
"121117"	"wonderful"	"n"	1	"wonderful"	0	9	1	112	"n"	"Normal"	"p8crandom.txt"
"12288"	"wonderful"	"d"	1	"wonderful"	0	9	1	168	"d"	"Normal"	"p8crandom.txt"
"12378"	"wonderful"	"e"	1	"wonderful"	0	9	1	56	"e"	"Normal"	"p8crandom.txt"
"12478"	"wonderful"	"r"	1	"wonderful"	0	9	1	184	"r"	"Normal"	"p8crandom.txt"
"12578"	"wonderful"	"f"	1	"wonderful"	0	9	1	128	"f"	"Normal"	"p8crandom.txt"
"12678"	"wonderful"	"u"	1	"wonderful"	0	9	1	176	"u"	"Normal"	"p8crandom.txt"
"12778"	"wonderful"	"l"	1	"wonderful"	0	9	1	1024	"l"	"Normal"	"p8crandom.txt"
"12878"	"dogs."	"d"	1	"dogs."	0	5	1	240	"d"	"Normal"	"p8crandom.txt"
"12978"	"dogs."	"o"	1	"dogs."	0	5	1	136	"o"	"Normal"	"p8crandom.txt"
"13078"	"dogs."	"g"	1	"dogs."	0	5	1	152	"g"	"Normal"	"p8crandom.txt"
"131117"	"dogs."	"s"	1	"dogs."	0	5	1	912	"s"	"Normal"	"p8crandom.txt"
"13288"	"dogs."	"."	1	"dogs."	0	5	1	256	"."	"Normal"	"p8crandom.txt"
"13378"	"The"	"T"	1	"The"	0	3	1	320	"T"	"Normal"	"p8crandom.txt"
"13478"	"The"	"h"	1	"The"	0	3	1	224	"h"	"Normal"	"p8crandom.txt"
"13578"	"The"	"e"	1	"The"	0	3	1	80	"e"	"Normal"	"p8crandom.txt"
"13678"	"strains"	"s"	1	"strains"	0	7	1	1032	"s"	"Normal"	"p8crandom.txt"
"13778"	"strains"	"t"	1	"strains"	0	7	1	287	"t"	"Normal"	"p8crandom.txt"
"13878"	"strains"	"r"	1	"strains"	0	7	1	184	"r"	"Normal"	"p8crandom.txt"
"13978"	"strains"	"a"	1	"strains"	0	7	1	144	"a"	"Normal"	"p8crandom.txt"
"14078"	"strains"	"i"	1	"strains"	0	7	1	176	"i"	"Normal"	"p8crandom.txt"
"141117"	"strains"	"n"	1	"strains"	0	7	1	104	"n"	"Normal"	"p8crandom.txt"
"14288"	"strains"	"s"	1	"strains"	0	7	1	176	"s"	"Normal"	"p8crandom.txt"
"14378"	"which"	"w"	1	"which"	0	5	1	592	"w"	"Normal"	"p8crandom.txt"
"14478"	"which"	"h"	1	"which"	0	5	1	249	"h"	"Normal"	"p8crandom.txt"
"14578"	"which"	"i"	1	"which"	0	5	1	207	"i"	"Normal"	"p8crandom.txt"
"14678"	"which"	"c"	1	"which"	0	5	1	240	"c"	"Normal"	"p8crandom.txt"
"14778"	"which"	"h"	1	"which"	0	5	1	152	"h"	"Normal"	"p8crandom.txt"
"14878"	"proved"	"p"	1	"proved"	0	6	1	241	"p"	"Normal"	"p8crandom.txt"
"14978"	"proved"	"r"	1	"proved"	0	6	1	183	"r"	"Normal"	"p8crandom.txt"
"15078"	"proved"	"o"	1	"proved"	0	6	1	136	"o"	"Normal"	"p8crandom.txt"
"151117"	"proved"	"v"	1	"proved"	0	6	1	192	"v"	"Normal"	"p8crandom.txt"
"15288"	"proved"	"e"	1	"proved"	0	6	1	232	"e"	"Normal"	"p8crandom.txt"
"15378"	"proved"	"d"	1	"proved"	0	6	1	160	"d"	"Normal"	"p8crandom.txt"
"15478"	"most"	"m"	1	"most"	0	4	1	472	"m"	"Normal"	"p8crandom.txt"
"15578"	"most"	"o"	1	"most"	0	4	1	136	"o"	"Normal"	"p8crandom.txt"
"15678"	"most"	"s"	1	"most"	0	4	1	168	"s"	"Normal"	"p8crandom.txt"
"15778"	"most"	"t"	1	"most"	0	4	1	208	"t"	"Normal"	"p8crandom.txt"
"15878"	"adept"	"a"	1	"adept"	0	5	1	273	"a"	"Normal"	"p8crandom.txt"
"15978"	"adept"	"d"	1	"adept"	0	5	1	241	"d"	"Normal"	"p8crandom.txt"
"16078"	"adept"	"e"	1	"adept"	0	5	1	207	"e"	"Normal"	"p8crandom.txt"
"161117"	"adept"	"p"	1	"adept"	0	5	1	200	"p"	"Normal"	"p8crandom.txt"
"16288"	"adept"	"t"	1	"adept"	0	5	1	264	"t"	"Normal"	"p8crandom.txt"
"16378"	"at"	"a"	1	"at"	0	2	1	976	"a"	"Normal"	"p8crandom.txt"
"16478"	"at"	"t"	1	"at"	0	2	1	112	"t"	"Normal"	"p8crandom.txt"
"16578"	"the"	"t"	1	"the"	0	3	1	168	"t"	"Normal"	"p8crandom.txt"
"16678"	"the"	"h"	1	"the"	0	3	1	96	"h"	"Normal"	"p8crandom.txt"
"16778"	"the"	"e"	1	"the"	0	3	1	104	"e"	"Normal"	"p8crandom.txt"
"16878"	"specialized"	"s"	1	"specialized"	0	11	1	176	"s"	"Normal"	"p8crandom.txt"
"16978"	"specialized"	"p"	1	"specialized"	0	11	1	136	"p"	"Normal"	"p8crandom.txt"
"17078"	"specialized"	"e"	1	"specialized"	0	11	1	144	"e"	"Normal"	"p8crandom.txt"
"171117"	"specialized"	"c"	1	"specialized"	0	11	1	304	"c"	"Normal"	"p8crandom.txt"
"17288"	"specialized"	"i"	1	"specialized"	0	11	1	865	"i"	"Normal"	"p8crandom.txt"
"17378"	"specialized"	"a"	1	"specialized"	0	11	1	103	"a"	"Normal"	"p8crandom.txt"
